survey_id,set_number,seine_id,set_type,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc,survey_date,site_id,region,zone,site_name,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,survey_type,ysi_drop,ctd_drop,zoop_drop,survey_comments,sampling_week,year,yday,preservation_status,ysi_cast_id,ctd_cast_id,zoop_sample_id,secchi
DE631,1,DE631N1,targeted,07:50:00,50.43845,-125.267033,0,0,10,yes,11,11,0,0,10,53,0,1,0,0,0,0,65,SEMSP,NA,SF,2019-06-12,D10,DI,E,Hall Point,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",none,75,1,0.1-5,NW,ebb tide,07:24:00,07:38:00,1,standard,12,3,4,NA,June 9,2019,163,NA,NA,NA,NA,NA
JE519,1,JE519N1,targeted,07:50:00,50.5392,-126.77885,1,0,10,yes,30,155,10,10,10,135,5,5,7,9,0,0,314,SEMSP,NA,TJ,2019-06-16,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0.1-5,NW,ebb tide,07:15:00,07:28:00,1,standard,12,3,4,"Took 1 gnarly sockeye for Gideon. Two dolly varden trout caught, 1 killed accidentally and retained, the other released - both entered in bycatch_mort separately",June 16,2019,167,NA,NA,NA,NA,NA
DE632,1,DE632N1,targeted,07:20:00,50.305667,-125.33775,1,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),June 16,2019,168,NA,NA,NA,NA,NA
DE632,2,DE632N2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),June 16,2019,168,NA,NA,NA,NA,NA
DE633,1,DE633N1,targeted,07:30:00,50.275117,-125.37835,0,0,10,no,0,1,0,76,0,33,0,0,0,0,0,0,110,SEMSP,NA,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,June 16,2019,169,NA,NA,NA,NA,NA
DE633,2,DE633N2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,June 16,2019,169,NA,NA,NA,NA,NA
DE634,1,DE634N1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,June 23,2019,171,NA,NA,NA,NA,NA
JE520,1,JE520N1,random,07:09:00,50.5458,-126.66536,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-23,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,50,2,0.1-5,NW,flood,06:12:00,06:27:00,3,standard,1,2,"3,4",tow drop # 3 miscast,June 23,2019,174,NA,NA,NA,NA,NA
JE520,2,JE520N2,random,08:03:00,50.54616,-126.66828,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-23,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,50,2,0.1-5,NW,flood,06:12:00,06:27:00,3,standard,1,2,"3,4",tow drop # 3 miscast,June 23,2019,174,NA,NA,NA,NA,NA
JE520,3,JE520N3,random,08:47:00,50.54602,-126.66768,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,1,1,SEMSP,NA,STB,2019-06-23,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,50,2,0.1-5,NW,flood,06:12:00,06:27:00,3,standard,1,2,"3,4",tow drop # 3 miscast,June 23,2019,174,NA,NA,NA,NA,NA
DE636,1,DE636N1,targeted,07:15:00,50.307533,-125.33005,1,1,0,no,0,0,0,10,0,24,0,0,0,0,0,0,34,SEMSP,NA,SF,2019-06-24,D09,DI,C,Okisollo Channel,"Sam James, Vanessa Fladmark, Sarah Friesen, Julian Gan",none,25,1,0.1-5,NW,flood,06:41:00,06:59:00,2,standard,12,3,"4,5",Visual survey paused at halfway mark for ~ 2 min for porpoise in transect,June 23,2019,175,NA,NA,NA,NA,NA
DE636,2,DE636N2,targeted,07:43:00,50.309833,-125.330533,1,1,0,yes,1,1,11,254,10,463,0,0,0,0,3,3,721,SEMSP,NA,SF,2019-06-24,D09,DI,C,Okisollo Channel,"Sam James, Vanessa Fladmark, Sarah Friesen, Julian Gan",none,25,1,0.1-5,NW,flood,06:41:00,06:59:00,2,standard,12,3,"4,5",Visual survey paused at halfway mark for ~ 2 min for porpoise in transect,June 23,2019,175,NA,NA,NA,NA,NA
JE522,1,JE522N1,targeted,07:03:00,50.53839,-126.77386,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-24,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0.1-5,NW,flood,06:16:00,06:31:00,2,standard,12,3,"4,5","CTD did not record drop, downladed file starts after return to station",June 23,2019,175,NA,NA,NA,NA,NA
JE522,2,JE522N2,targeted,07:32:00,50.53825,-126.77136,10,10,10,yes,14,14,10,46,10,94,0,0,3,3,0,0,157,SEMSP,NA,STB,2019-06-24,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0.1-5,NW,flood,06:16:00,06:31:00,2,standard,12,3,"4,5","CTD did not record drop, downladed file starts after return to station",June 23,2019,175,NA,NA,NA,NA,NA
DE638,1,DE638N1,targeted,06:44:00,50.272117,-125.37515,0,10,1,yes,0,0,1,1,10,58,0,0,0,0,0,0,59,SEMSP,NA,SF,2019-06-25,D27,DI,W,Granite Point,"Vanessa Fladmark, Tyrel Froese, Brett Johnson, Sarah Friesen",none,0,1,5-10,NW,ebb tide,06:17:00,06:31:00,1,standard,12,3,4,NA,June 23,2019,176,NA,NA,NA,NA,NA
DE639,1,DE639N1,targeted,09:05:00,50.24475,-125.396667,1,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-06-25,D22,DI,W,McMullen Point,"Vanessa Fladmark, Tyrel Froese, Brett Johnson, Sarah Friesen",none,25,1,0.1-5,NW,flood,08:23:00,08:37:00,2,standard,1,NA,NA,Botched a set - many Lion's Manes in bight. Ended processing early and didn't do oceanography due to harassment by camper,June 23,2019,176,NA,NA,NA,NA,NA
DE639,2,DE639N2,targeted,09:30:00,50.23995,-125.396583,1,1,0,yes,4,39,10,80,8,253,0,0,0,3,0,3,378,SEMSP,Ended processing early due to harassment by camper,SF,2019-06-25,D22,DI,W,McMullen Point,"Vanessa Fladmark, Tyrel Froese, Brett Johnson, Sarah Friesen",none,25,1,0.1-5,NW,flood,08:23:00,08:37:00,2,standard,1,NA,NA,Botched a set - many Lion's Manes in bight. Ended processing early and didn't do oceanography due to harassment by camper,June 23,2019,176,NA,NA,NA,NA,NA
DE641,1,DE641N1,targeted,08:23:00,50.452067,-125.247833,1,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-06-26,D35,DI,E,Denham Bay,"Vanessa Fladmark, Tyrel Froese, Brett Johnson, Jon Bergshoeff",light,100,1,5-10,NW,flood,07:59:00,08:14:00,2,standard,12,4,5,NA,June 23,2019,177,NA,NA,NA,NA,NA
DE641,2,DE641N2,targeted,08:50:00,50.457617,-125.2586,0,10,0,yes,0,0,11,3873,10,213,0,0,1,2,0,0,4088,SEMSP,NA,SF,2019-06-26,D35,DI,E,Denham Bay,"Vanessa Fladmark, Tyrel Froese, Brett Johnson, Jon Bergshoeff",light,100,1,5-10,NW,flood,07:59:00,08:14:00,2,standard,12,4,5,NA,June 23,2019,177,NA,NA,NA,NA,NA
JE523,1,JE523N1,random,07:13:00,50.54513,-126.66184,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-28,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,2,5-10,SE,ebb tide,06:13:00,06:28:00,3,standard,1,2,3,second set paused at beginning due to net deployment issues,June 30,2019,179,NA,NA,NA,NA,NA
JE523,2,JE523N2,random,07:46:00,50.54599,-126.66737,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-28,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,2,5-10,SE,ebb tide,06:13:00,06:28:00,3,standard,1,2,3,second set paused at beginning due to net deployment issues,June 30,2019,179,NA,NA,NA,NA,NA
JE523,3,JE523N3,random,08:10:00,50.5458,-126.66183,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-28,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,2,5-10,SE,ebb tide,06:13:00,06:28:00,3,standard,1,2,3,second set paused at beginning due to net deployment issues,June 30,2019,179,NA,NA,NA,NA,NA
JE524,1,JE524N1,targeted,10:24:00,50.6012,-126.7028,0,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-28,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,1,0.1-5,SE,flood,09:48:00,10:04:00,2,standard,12,3,"4, 5","Kayakers at 5:30 into visual survey. One chum obtained for Gideon Mordecai not assigned UFN, details recorded on label in package. Zoop tow 4 miscast, net rinsed and sample discarded.",June 30,2019,179,NA,NA,NA,NA,NA
JE524,2,JE524N2,targeted,11:10:00,50.60129,-126.70315,0,1,10,yes,2,2,0,0,10,51,0,0,6,6,0,0,59,SEMSP,NA,STB,2019-06-28,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,1,0.1-5,SE,flood,09:48:00,10:04:00,2,standard,12,3,"4, 5","Kayakers at 5:30 into visual survey. One chum obtained for Gideon Mordecai not assigned UFN, details recorded on label in package. Zoop tow 4 miscast, net rinsed and sample discarded.",June 30,2019,179,NA,NA,NA,NA,NA
JE525,1,JE525N1,targeted,07:02:00,50.54023,-126.78136,1,0,10,no,0,0,0,0,0,1,0,0,0,0,0,1,2,SEMSP,Botched set - net tangled,TJ,2019-06-29,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,ebb tide,06:28:00,06:42:00,1,standard,12,3,4,"Light fog during visual survey, set 1 botched - net tangled",June 30,2019,180,NA,NA,NA,NA,NA
JE525,2,JE525N2,targeted,07:26:00,50.53973,-126.77827,1,1,10,yes,1,1,10,90,10,130,0,0,4,4,0,0,225,SEMSP,NA,TJ,2019-06-29,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,ebb tide,06:28:00,06:42:00,1,standard,12,3,4,"Light fog during visual survey, set 1 botched - net tangled",June 30,2019,180,NA,NA,NA,NA,NA
DE642,1,DE642N1,targeted,07:24:00,50.305633,-125.337583,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-02,D09,DI,C,Okisollo Channel,"Sam James, Tyrel Froese, Krystal Bachen, Sarah Friesen",none,75,2,10-15,SE,ebb tide,06:56:00,07:11:00,3,standard,126,3,"4,5","""slides"" were very splashy",June 30,2019,183,NA,NA,NA,NA,NA
DE642,2,DE642N2,targeted,07:43:00,50.304533,-125.336083,10,0,0,yes,3,3,10,10,10,194,1,1,4,4,0,0,212,SEMSP,NA,SF,2019-07-02,D09,DI,C,Okisollo Channel,"Sam James, Tyrel Froese, Krystal Bachen, Sarah Friesen",none,75,2,10-15,SE,ebb tide,06:56:00,07:11:00,3,standard,126,3,"4,5","""slides"" were very splashy",June 30,2019,183,NA,NA,NA,NA,NA
DE642,3,DE642N3,targeted,11:24:00,50.308817,-125.325983,10,1,10,yes,14,17,0,440,1,440,0,0,0,3,0,0,900,SEMSP,NA,SF,2019-07-02,D09,DI,C,Okisollo Channel,"Sam James, Tyrel Froese, Krystal Bachen, Sarah Friesen",none,75,2,10-15,SE,ebb tide,06:56:00,07:11:00,3,standard,126,3,"4,5","""slides"" were very splashy",June 30,2019,183,NA,NA,NA,NA,NA
DE643,1,DE643N1,targeted,06:59:00,50.2727,-125.376983,1,0,0,yes,0,0,10,76,10,165,0,0,1,1,1,1,243,SEMSP,NA,SF,2019-07-03,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Lily Campbell",none,100,1,0.1-5,NW,ebb tide,06:39:00,06:52:00,1,standard,12,NA,4,No CTD; only conducted secchi (depth = 13 m @ 08:39),June 30,2019,184,NA,NA,NA,NA,NA
DE644,1,DE644N1,targeted,10:13:00,50.234917,-125.394583,1,0,1,no,0,0,0,99,0,99,0,0,0,3,0,0,201,SEMSP,NA,SF,2019-07-03,D22,DI,W,McMullen Point,"Sam James, Krystal Bachen, Julian Gan, Lily Campbell",none,100,1,0.1-5,NE,ebb tide,09:17:00,09:32:00,3,standard,12,NA,NA,No CTD; only dropped secchi (depth = 15.5 m @ 12:24),June 30,2019,184,NA,NA,NA,NA,NA
DE644,2,DE644N2,targeted,10:42:00,50.232967,-125.393833,1,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-03,D22,DI,W,McMullen Point,"Sam James, Krystal Bachen, Julian Gan, Lily Campbell",none,100,1,0.1-5,NE,ebb tide,09:17:00,09:32:00,3,standard,12,NA,NA,No CTD; only dropped secchi (depth = 15.5 m @ 12:24),June 30,2019,184,NA,NA,NA,NA,NA
DE644,3,DE644N3,targeted,10:59:00,50.23085,-125.394533,1,0,0,yes,0,0,10,34,0,72,0,0,0,0,0,0,106,SEMSP,"Thought there was one sockeye and therefore retained 10 pink; however, no sockeye found upon subsequent inspection, so discontinued retention",SF,2019-07-03,D22,DI,W,McMullen Point,"Sam James, Krystal Bachen, Julian Gan, Lily Campbell",none,100,1,0.1-5,NE,ebb tide,09:17:00,09:32:00,3,standard,12,NA,NA,No CTD; only dropped secchi (depth = 15.5 m @ 12:24),June 30,2019,184,NA,NA,NA,NA,NA
JE526,1,JE526N1,targeted,07:12:00,50.54523,-126.66216,0,1,10,yes,2,2,10,67,11,144,0,1,0,0,1,1,215,SEMSP,NA,TJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE646,1,DE646N1,targeted,09:01:00,50.457633,-125.259917,1,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-04,D35,DI,E,Denham Bay,"Julian Gan, Tyrel Froese, Sarah Friesen, Lily Campbell",none,100,2,5-10,NW,ebb tide,08:16:00,08:30:00,3,standard,12,NA,3,No CTD deployed. Secchi depth 12.5 m. Released 3 chum in very poor state,July 6,2019,185,NA,NA,NA,NA,NA
DE646,2,DE646N2,targeted,09:23:00,50.456783,-125.264833,1,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-04,D35,DI,E,Denham Bay,"Julian Gan, Tyrel Froese, Sarah Friesen, Lily Campbell",none,100,2,5-10,NW,ebb tide,08:16:00,08:30:00,3,standard,12,NA,3,No CTD deployed. Secchi depth 12.5 m. Released 3 chum in very poor state,July 6,2019,185,NA,NA,NA,NA,NA
DE646,3,DE646N3,targeted,10:14:00,50.456867,-125.26715,1,0,10,yes,5,5,2,2,12,421,1,1,0,0,0,0,429,SEMSP,NA,SF,2019-07-04,D35,DI,E,Denham Bay,"Julian Gan, Tyrel Froese, Sarah Friesen, Lily Campbell",none,100,2,5-10,NW,ebb tide,08:16:00,08:30:00,3,standard,12,NA,3,No CTD deployed. Secchi depth 12.5 m. Released 3 chum in very poor state,July 6,2019,185,NA,NA,NA,NA,NA
JE527,1,JE527N1,targeted,07:48:00,50.53932,-126.78125,0,10,10,yes,2,2,10,117,10,280,0,0,0,0,0,0,399,SEMSP,NA,TJ,2019-07-06,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,ebb tide,07:13:00,07:27:00,1,standard,12,3,4,Heavy fog during visual survey. 30g scale started sticking.,July 6,2019,187,NA,NA,NA,NA,NA
DE647,1,DE647N1,targeted,06:52:00,50.305917,-125.333817,1,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-08,D09,DI,C,Okisollo Channel,"Sarah Friesen, Sam James, Tyrel Froese, Krystal Bachen",none,100,0,0.1-5,NA,flood,06:27:00,06:43:00,3,standard,12,3,"4,5","Slides were quite splashy; messed up some of the lice data, may want to recheck in lab",July 6,2019,189,NA,NA,NA,NA,NA
DE647,2,DE647N2,targeted,07:16:00,50.3076,-125.327583,1,0,1,no,0,0,0,11,0,26,0,0,0,0,0,0,37,SEMSP,NA,SF,2019-07-08,D09,DI,C,Okisollo Channel,"Sarah Friesen, Sam James, Tyrel Froese, Krystal Bachen",none,100,0,0.1-5,NA,flood,06:27:00,06:43:00,3,standard,12,3,"4,5","Slides were quite splashy; messed up some of the lice data, may want to recheck in lab",July 6,2019,189,NA,NA,NA,NA,NA
DE647,3,DE647N3,targeted,07:43:00,50.312667,-125.32365,0,1,0,yes,1,1,10,72,12,105,0,0,4,4,0,0,182,SEMSP,NA,SF,2019-07-08,D09,DI,C,Okisollo Channel,"Sarah Friesen, Sam James, Tyrel Froese, Krystal Bachen",none,100,0,0.1-5,NA,flood,06:27:00,06:43:00,3,standard,12,3,"4,5","Slides were quite splashy; messed up some of the lice data, may want to recheck in lab",July 6,2019,189,NA,NA,NA,NA,NA
DE648,1,DE648N1,targeted,06:27:00,50.26936667,-125.3628167,0,0,10,yes,0,0,10,72,10,43,0,0,8,8,0,0,123,SEMSP,NA,SF,2019-07-09,D27,DI,W,Granite Point,"Sarah Friesen, Tyrel Froese, Brett Johnson, Julian Gan",none,100,0,0.1-5,SE,flood,06:06:00,06:19:00,1,standard,12,3,4,NA,July 6,2019,190,NA,NA,NA,NA,NA
DE649,1,DE649N1,targeted,08:49:00,50.24285,-125.3972667,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-09,D22,DI,W,McMullen Point,"Sarah Friesen, Tyrel Froese, Brett Johnson, Julian Gan",none,100,1,0.1-5,NA,flood,08:21:00,08:36:00,3,standard,12,3,NA,CTD paused at bottom of cast,July 6,2019,190,NA,NA,NA,NA,NA
DE649,2,DE649N2,targeted,09:05:00,50.24078333,-125.3993833,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-07-09,D22,DI,W,McMullen Point,"Sarah Friesen, Tyrel Froese, Brett Johnson, Julian Gan",none,100,1,0.1-5,NA,flood,08:21:00,08:36:00,3,standard,12,3,NA,CTD paused at bottom of cast,July 6,2019,190,NA,NA,NA,NA,NA
DE649,3,DE649N3,targeted,09:35:00,50.23451667,-125.39835,1,0,10,no,0,0,0,8,0,40,0,1,0,1,0,0,50,SEMSP,NA,SF,2019-07-09,D22,DI,W,McMullen Point,"Sarah Friesen, Tyrel Froese, Brett Johnson, Julian Gan",none,100,1,0.1-5,NA,flood,08:21:00,08:36:00,3,standard,12,3,NA,CTD paused at bottom of cast,July 6,2019,190,NA,NA,NA,NA,NA
JE528,1,JE528N1,targeted,07:09:00,50.54463,-126.65824,1,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,TJ,2019-07-09,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,flood,06:38:00,06:52:00,2,standard,12,3,4,"Fog during visual survey, limited visibility. 30g scale broken, used 60g scale. 1 herring escaped and added to totals.",July 6,2019,190,NA,NA,NA,NA,NA
JE528,2,JE528N2,targeted,07:35:00,50.54428,-126.6545,1,1,10,yes,5,5,10,78,10,281,0,0,10,11,0,0,375,SEMSP,NA,TJ,2019-07-09,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,flood,06:38:00,06:52:00,2,standard,12,3,4,"Fog during visual survey, limited visibility. 30g scale broken, used 60g scale. 1 herring escaped and added to totals.",July 6,2019,190,NA,NA,NA,NA,NA
JE529,1,JE529N1,targeted,07:34:00,50.54004,-126.78122,0,10,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE529,2,JE529N2,targeted,08:20:00,50.53959,-126.77962,0,10,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE529,3,JE529N3,targeted,08:50:00,50.54053,-126.78,0,10,10,yes,3,3,10,132,12,310,0,0,4,4,0,0,449,SEMSP,NA,EP,2019-07-11,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,high slack,07:03:00,07:18:00,3,standard,12,3,"4,5",fog during visual survey,July 13,2019,192,NA,NA,NA,NA,NA
DE651,1,DE651N1,targeted,08:51:00,50.4573,-125.265333,0,0,1,yes,1,1,10,148,10,45,0,0,10,10,0,0,204,SEMSP,NA,SF,2019-07-11,D35,DI,E,Denham Bay,"Sam James, Sarah Friesen, Krystal Bachen, Julian Gan",none,100,0,0,NA,low slack,07:59:00,08:15:00,1,standard,12,NA,4,Heavy fog obscuring visibility during site activity survey. No CTD cast. Secchi depth 14 m,July 13,2019,192,NA,NA,NA,NA,NA
DE652,1,DE652N1,targeted,08:20:00,50.308483,-125.324317,0,0,10,yes,2,2,10,71,10,10,0,0,0,0,0,0,83,SEMSP,NA,NA,2019-07-22,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Tyrel Froese, Julian Gan",none,0,1,0.1-5,SE,ebb tide,07:34:00,07:48:00,3,standard,12,3,"4,5",NA,NA,2019,203,NA,NA,NA,NA,NA
DE652,2,DE652N2,targeted,10:45:00,50.30645,-125.325817,0,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2019-07-22,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Tyrel Froese, Julian Gan",none,0,1,0.1-5,SE,ebb tide,07:34:00,07:48:00,3,standard,12,3,"4,5",NA,NA,2019,203,NA,NA,NA,NA,NA
DE652,3,DE652N3,targeted,11:11:00,50.308717,-125.323283,0,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2019-07-22,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Tyrel Froese, Julian Gan",none,0,1,0.1-5,SE,ebb tide,07:34:00,07:48:00,3,standard,12,3,"4,5",NA,NA,2019,203,NA,NA,NA,NA,NA
DE603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SF,2019-05-14,D10,DI,E,Hall Point,"Sarah Friesen, Brett Johnson, Julian Gan, Krystal Bachen",moderate,100,1,0.1-5,SE,flood,08:19:00,08:33:00,0,standard,1,2,3,1 set attempted and botched. Set on herring,May 12,2019,134,NA,NA,NA,NA,NA
DE604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SF,2019-05-14,D35,DI,E,Denham Bay,"Brett Johnson, Sarah Friesen, Krystal Bachen, Julian Gan",moderate,100,2,5-10,SE,flood,11:03:00,11:19:00,0,standard,1,2,NA,NA,May 12,2019,134,NA,NA,NA,NA,NA
DE606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SF,2019-05-15,D27,DI,W,Granite Point,"Sam James, Tyrel Froese, Julian Gan, Emily Haughton",none,75,1,0.1-5,NW,low slack,09:00:00,09:14:00,0,standard,1,2,NA,No CTD cast detected; device may not have been turned on,May 12,2019,135,NA,NA,NA,NA,NA
DE611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JG,2019-05-25,D27,DI,W,Granite Point,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,25,3,10-15,NW,ebb tide,11:46:00,12:01:00,0,non-standard,NA,NA,NA,Did not conduct oceanography,May 26,2019,145,NA,NA,NA,NA,NA
JE507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KD,2019-05-29,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,2,0.1-5,NW,ebb tide,06:28:00,06:42:00,0,standard,1,2,3,"Winds very light, but swell quite large for setting. Estimated at 0.5m in protected sections, closer to 1m at larger periods and near Blackney therefore decided not to set. Conducted oceanography at standard site and headed to Freshwater Bay.",May 26,2019,149,NA,NA,NA,NA,NA
DE622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SF,2019-06-03,D10,DI,E,Hall Point,"Brett Johnson, Tyrel Froese, Sarah Friesen, Jacob Lerner",none,25,1,5-10,NW,ebb tide,06:54:00,07:10:00,0,standard,2,3,1,didn't attempt set,June 2,2019,154,NA,NA,NA,NA,NA
